twitter_Id,page_rank_value,rank
6134284,0.0011410440698917204,844
5494855,0.001141115665073919,845
3730353,0.0011413129522544908,846
8922765,0.0011413562945166798,847
8638065,0.0011426703553226942,848
1102230,0.0011430400971588885,849
2783728,0.0011436803686451817,850
3330023,0.0011448433580649718,851
7920138,0.001145445016110871,852
7236059,0.0011468952281244197,853
3792712,0.0011476780421000535,854
3627756,0.001147988956876821,855
5502593,0.0011489992752134629,856
2545193,0.0011500124962005975,857
5679868,0.0011507145392953486,858
3057069,0.0011507823595687133,859
3934548,0.0011514517642288752,860
8227681,0.0011515003677534503,861
3847178,0.0011533903168238525,862
1471291,0.001153649836881789,863
3420742,0.001155375894192617,864
4967585,0.0011555961774207043,865
8463688,0.0011560072084036473,866
9666021,0.0011570945600705032,867
1966123,0.001157364737766851,868
3156671,0.0011575825276718646,869
4223547,0.0011589123049596008,870
8157884,0.0011599798656945876,871
6688936,0.0011602243069218467,872
5460871,0.0011603999289269491,873
7458332,0.0011616913660612183,874
7733539,0.0011618204520319902,875
1014185,0.0011632938901600918,876
7014425,0.0011642588956535208,877
9125944,0.0011646759757322671,878
1372670,0.0011651816737195825,879
9661327,0.0011685989837852881,880
2525307,0.0011689836935600756,881
6881749,0.0011692190073291718,882
9713714,0.0011695161849401003,883
9243752,0.0011714990618590829,884
4539218,0.0011721236980273603,885
1137858,0.0011732365630073083,886
3127135,0.0011733746256736763,887
9648297,0.0011736347671688799,888
9760543,0.0011752412896937805,889
1800584,0.0011761176022763637,890
4548301,0.0011764978879120404,891
1343761,0.001178914902616414,892
7365254,0.0011790034738202312,893
5393928,0.001181178233088121,894
7930276,0.0011821567903284459,895
5926903,0.0011829538149253462,896
8330671,0.0011843232973899043,897
7352378,0.0011846245213339298,898
8834911,0.0011851996049295603,899
2439243,0.0011856240284420928,900
9787655,0.0011866716282825996,901
7191392,0.0011869321453868494,902
2718719,0.0011869552803012338,903
6778167,0.0011892408764353905,904
4354892,0.0011893263524685438,905
6889940,0.0011898821158858287,906
9669877,0.001192236547671045,907
7886891,0.0011922970296722934,908
3156654,0.0011924132537134084,909
6547632,0.001192653609976308,910
1678406,0.0011935193047689944,911
5682801,0.001194938931402331,912
3379270,0.0011971994010480976,913
2281071,0.0011991798497454772,914
8108899,0.0011993402757891221,915
9939084,0.0011997973153293194,916
5651776,0.0012007034462554553,917
2137743,0.0012011700082877582,918
4223489,0.0012018858403542903,919
9754744,0.001205655439112247,920
2858139,0.0012061748409474932,921
9024649,0.0012075805823773941,922
5799643,0.00120797652998421,923
8308911,0.0012083645534231753,924
7629047,0.0012091594597239033,925
6077171,0.001209634016094748,926
3743062,0.0012098243043717502,927
6090294,0.0012101644044894089,928
8062394,0.0012103447029671228,929
8853821,0.0012115246571942693,930
2543850,0.0012116238928956843,931
6286293,0.0012129231171754777,932
3471402,0.0012133167178810717,933
9177388,0.0012148116504847291,934
7894895,0.0012159219215142208,935
6067861,0.0012197819291289444,936
9355215,0.0012203496414850217,937
4132909,0.001221327100584863,938
8981506,0.0012220406984732057,939
5714784,0.0012271991685853711,940
5957181,0.001227246276914739,941
5597352,0.0012274322917907108,942
1078281,0.001227637415617334,943
3846504,0.0012283617287310968,944
3813962,0.0012310242703538162,945
4760741,0.0012317807161847855,946
9862027,0.0012323780166366308,947
8274565,0.0012381386943695683,948
3510259,0.0012387936108726335,949
4251555,0.0012391068150418268,950
3029653,0.001239795627351002,951
6002448,0.001241215429833925,952
7268066,0.0012422148102950708,953
6864734,0.0012423573970508001,954
9475386,0.0012426673538544703,955
5407405,0.001248192177507569,956
3923821,0.0012482079644823994,957
7491131,0.0012485773251630582,958
9455194,0.001248791435955353,959
2084979,0.001252731266969026,960
2034784,0.0012547959147578937,961
3160089,0.0012571304329045295,962
1947343,0.001258225626210718,963
8785492,0.0012620141242109194,964
6377466,0.0012651480242863102,965
5584813,0.0012660598330065825,966
3055119,0.0012681551389081287,967
9075132,0.0012682600499109792,968
6710791,0.0012685910275278423,969
4199159,0.001270016828742245,970
9200066,0.001271448150941133,971
2764991,0.0012746410925739587,972
2779826,0.0012751372358358918,973
8404089,0.0012787058007622553,974
4542782,0.001281386532349307,975
1028033,0.0012857434683419238,976
5279943,0.0012889174080670124,977
4503678,0.0012898272327550044,978
4211278,0.001296805353855921,979
7347615,0.001310964699026172,980
1376532,0.0013119524000685986,981
3295005,0.0013127982729477928,982
4315065,0.0013129452039860985,983
3928086,0.0013135983713024194,984
3461033,0.0013167582996383342,985
4903243,0.0013213971528593955,986
1996055,0.0013215003384390495,987
3743867,0.0013254973686110036,988
1479782,0.0013384406928581283,989
5786606,0.0013413557293689327,990
9981042,0.0013428637962081592,991
9627030,0.001344370225680745,992
7072723,0.0013588263979430525,993
8185185,0.001361081245627893,994
5617442,0.001373009519411568,995
6679294,0.0013927916852133028,996
1440927,0.0014056676394700576,997
7640758,0.0014068335745366415,998
8088754,0.0014134864244603061,999
1362089,0.0014452960397496252,1000
